Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
30.593280792236328	0	-287.561688213	143.803707053	142.826045055	-633.488920926	119.51641791	55.7219016857	40038	40038
60.74598217010498	1	-211.728210484	118.998999861	164.735576948	-565.856529658	127.900958466	58.2493793166	40033	80071
89.5681037902832	2	-171.024417322	102.621992532	162.578280986	-575.493745052	119.835329341	37.0810708813	40025	120096
117.8827555179596	3	-148.511070766	89.8248066802	208.47442588	-455.546928602	115.386167147	33.7569825674	40039	160135
147.83055210113525	4	-132.880925426	89.0680960138	181.760655187	-375.084275916	117.419354839	56.7792203187	40040	200175
181.64441633224487	5	-120.834366867	96.5744379586	180.733001743	-437.681558096	130.191558442	92.8548248621	40099	240274
210.94044256210327	6	-113.533168364	95.8127882814	196.521805056	-424.142568433	135.530405405	38.9453760895	40117	280391
243.35425400733948	7	-80.867967587	113.314549531	178.273950806	-396.107285784	148.007380074	72.8374317123	40110	320501
277.9975128173828	8	-79.3994817727	116.330446913	220.052468656	-327.662471449	177.318584071	113.435979799	40074	360575
318.51163244247437	9	-61.9016244551	122.729512393	197.766117996	-409.890378966	211.862433862	167.468301088	40042	400617
361.9140462875366	10	-52.4362746821	127.715316281	210.726982838	-297.663360085	239.952095808	182.769047301	40072	440689
408.01863646507263	11	-57.4501360408	132.230246465	231.435143905	-427.629990077	278.006944444	204.476074956	40033	480722
456.8788287639618	12	-60.9771276085	124.626144195	192.975679422	-354.306903848	294.801470588	230.278885263	40093	520815
509.121808052063	13	-53.2603671349	128.470381998	213.108843704	-336.485511549	316.651162791	245.702620127	40848	561663
564.6611685752869	14	-34.3122608264	128.773739265	213.898279458	-317.574747639	351.017391304	263.314095219	40367	602030
619.5786619186401	15	-11.0831762219	133.37580597	223.871226341	-276.435064357	381.380952381	275.659050311	40045	642075
677.1010303497314	16	-3.9362350209	143.623574961	246.547096913	-269.172896427	440.252747253	310.269701658	40063	682138
734.8302366733551	17	10.6205740516	131.652149038	217.334526949	-288.67963762	423.947368421	314.45954868	40275	722413
794.6074230670929	18	23.9697158453	144.531656337	222.85604044	-331.31522923	418.822916667	304.354234226	40207	762620
855.3299746513367	19	30.1984542722	128.979071019	251.459043227	-192.919215681	445.423913043	320.777155267	40979	803599
918.8545594215393	20	26.5412262067	135.679873551	236.075973914	-276.562677234	460.517241379	334.230764182	40065	843664
985.8398945331573	21	15.6131845303	128.910942145	220.908496911	-291.248182392	543.148648649	349.1758514	40193	883857
1046.591433763504	22	31.2383855821	130.400226541	245.617895338	-298.243338971	468.127906977	332.06264457	40259	924116
1110.6723637580872	23	40.8404514565	116.755796274	251.562709667	-124.372099494	479.482352941	333.922731878	40756	964872
1175.4737367630005	24	48.9995280886	123.971918005	245.539190762	-235.282367146	563.916666667	339.565684613	40602	1005474
1238.4892220497131	25	58.3485863136	120.537604449	218.824413906	-215.93474941	540.546666667	333.372596088	40541	1046015
1296.131358385086	26	90.0559236156	113.021116881	238.844700224	-160.921944127	437.0	311.463097123	40204	1086219
1359.1260259151459	27	80.3815265006	119.658348978	249.091121588	-129.642083991	495.222222222	346.189843016	40113	1126332
1417.7460198402405	28	77.8345598625	110.841366624	227.236831281	-82.4580507731	412.927835052	323.557743454	40054	1166386
1473.263030052185	29	83.0794865027	106.979415307	234.73223008	-88.0049601979	387.104761905	298.10061976	40646	1207032
1523.362360239029	30	110.978568978	103.772771553	245.602356695	-92.9385619139	326.744	247.510287592	40843	1247875
1572.4523108005524	31	121.47033547	105.868544152	244.770277053	-265.995140457	332.032786885	261.813941395	40508	1288383
1619.2352459430695	32	119.030661598	103.393307636	233.221652158	-316.564576361	301.909774436	204.720365254	40154	1328537
1661.938758611679	33	133.518163695	93.207564014	244.191622542	-89.1909651157	282.211267606	180.076190095	40074	1368611
1709.613540649414	34	135.429233011	86.223686018	241.016389537	-95.2483354566	327.138211382	220.387844574	40238	1408849
1750.8797223567963	35	152.844930137	72.8982662992	239.269099939	-101.578832439	279.765517241	147.29786916	40566	1449415
1789.572622537613	36	164.787177007	60.205293057	244.453085733	-44.7641556408	270.756756757	121.248829564	40072	1489487
1829.591564655304	37	154.214866776	78.0708436608	225.808919835	-268.279917928	272.469387755	136.50876756	40053	1529540
1868.140818119049	38	144.076564142	78.9798741431	233.613821063	-102.920643744	254.949367089	130.977474026	40282	1569822
1905.09095454216	39	155.353889107	69.9310153828	248.977307348	-63.2246316657	243.006060606	130.266044645	40096	1609918
1945.592666387558	40	146.861512104	87.1698320485	257.91851494	-172.051077544	245.164634146	177.310299779	40207	1650125
1983.1453604698181	41	147.112768077	88.4630409807	251.919949825	-212.065037141	219.584699454	124.087498592	40184	1690309
2021.252928495407	42	138.843238894	92.3808276748	247.708675236	-103.191568581	230.977011494	168.18800899	40190	1730499
2061.0768535137177	43	153.745432287	79.4054217257	259.720601449	-89.0453385776	239.255952381	183.670966062	40195	1770694
2097.4951252937317	44	150.507892549	84.4634798533	259.979682002	-122.831148625	212.513227513	132.986199247	40165	1810859
2132.616505384445	45	160.488385771	83.2358814996	255.015137692	-362.492581969	201.190954774	75.2197031188	40037	1850896
2168.175309419632	46	156.027093042	83.5333629214	258.160462455	-273.038879562	221.464088398	135.248390613	40085	1890981
2204.56405377388	47	169.72772685	65.1223121972	250.604798121	-87.6467155981	208.833333333	106.466266828	40096	1931077
2240.310154438019	48	177.032837847	53.2578689036	246.360408696	-84.9359849798	212.317460317	83.4027949356	40128	1971205
2277.3278443813324	49	172.448332907	66.2712546293	244.997318418	-124.654690811	215.343915344	128.283800903	40700	2011905
2312.175567626953	50	175.013863636	61.1606190426	248.724119341	-162.144271171	204.62244898	88.3556144118	40106	2052011
2351.7231075763702	51	169.045933106	66.1694423651	252.465181792	-94.1653844934	234.2	158.821840887	40985	2092996
2390.089518070221	52	173.620759546	54.7240755451	247.125727117	-63.1153480593	234.83625731	160.511379699	40157	2133153
2428.294855117798	53	182.166807261	46.0427297014	253.890319592	-60.6395100673	227.74301676	148.389758918	40766	2173919
2462.3045558929443	54	183.400591046	47.408908215	264.726492999	-110.529903253	208.697916667	85.2947243132	40070	2213989
2499.3987278938293	55	188.273704023	48.1140568833	271.515199412	-80.554891136	212.253968254	118.324855711	40116	2254105
2533.3769557476044	56	179.142074628	60.6938737583	253.681172698	-140.048646136	201.442211055	96.8012283818	40087	2294192
2570.475593805313	57	170.54937064	72.3323610767	280.186137468	-119.466873986	209.57591623	138.543520469	40029	2334221
2614.361355781555	58	181.229973501	52.9550263041	253.612568431	-63.3948263296	244.908536585	208.943299988	40165	2374386
2656.911563873291	59	164.778291449	71.645971905	270.795714238	-89.6936180428	245.840490798	215.097578838	40072	2414458
2698.234874010086	60	161.570951174	100.831528813	251.636724227	-685.297963602	240.389221557	195.612682514	40145	2454603
2741.7382233142853	61	164.996615066	69.7696469249	254.283268563	-45.2062236005	265.231788079	250.487589247	40050	2494653
2786.8104169368744	62	164.921913929	69.1807040194	252.404936527	-90.6756790954	276.917241379	258.138762562	40153	2534806
2824.863017320633	63	171.314799285	66.3651759761	249.892360913	-111.695622596	224.17877095	181.009309914	40128	2574934
2859.2764575481415	64	182.469252729	54.2519389845	277.000808031	-96.890276356	197.487684729	106.311391287	40090	2615024
2891.4933919906616	65	190.666528532	47.4264847072	271.835591689	-104.524748818	184.396313364	29.4148710823	40014	2655038
2923.7193949222565	66	196.026005493	27.9786534281	264.267745306	-46.0889118842	182.486363636	17.8115079106	40147	2695185
2955.749377965927	67	186.139891859	48.5069499567	267.423385484	-120.350123101	178.395555556	20.5136047599	40139	2735324
