Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
14.75525188446045	0	-102.26156293413806	41.98609736182511	0.3796442716652283	-226.76810640420655	150.0	0.0	30000	30000
28.60328984260559	1	-50.105192729378544	36.63000275762801	40.07748045021037	-145.64286171116763	150.0	0.0	30000	60000
42.46405529975891	2	-31.997340221837945	38.71620882306541	69.6117534468004	-149.21951806262834	150.0	0.0	30000	90000
56.296868324279785	3	-22.157402032855718	33.155786635502885	67.9902670250384	-149.48947585971746	150.0	0.0	30000	120000
70.17056775093079	4	-7.54234776313403	36.14801429915987	74.52457846912958	-132.00497263079816	150.0	0.0	30000	150000
84.08865356445312	5	-4.701800663526603	28.563849354270484	95.59540474432698	-82.17517861713655	150.0	0.0	30000	180000
97.99483513832092	6	-1.955354882559629	27.191750959815217	62.9978516315973	-82.19809189184701	150.0	0.0	30000	210000
111.91971015930176	7	5.14190355143048	30.866302645867627	95.35414682325963	-126.51709386238092	150.0	0.0	30000	240000
125.79684352874756	8	8.547729426018314	32.0464543950491	83.2813802156918	-98.4879430948077	150.0	0.0	30000	270000
139.6991035938263	9	3.589589981237909	33.151171376745715	93.8786085243722	-155.45700172380836	150.0	0.0	30000	300000
153.6312370300293	10	0.9268452719751216	31.05933544679894	85.68129854169865	-155.23124988991916	150.0	0.0	30000	330000
167.56889486312866	11	0.1025038707185142	29.543619124199648	77.30231213754917	-123.46302382227968	150.0	0.0	30000	360000
181.51121497154236	12	-0.8940226255073068	29.64711123785774	94.04691686575701	-97.43983335348561	150.0	0.0	30000	390000
195.46467971801758	13	2.028387742862468	29.190155115733692	74.70741495476597	-105.1123430699428	150.0	0.0	30000	420000
209.3883934020996	14	0.6466919486977468	27.90802925731661	66.8426809067719	-81.82091223405077	150.0	0.0	30000	450000
223.37962412834167	15	3.223600159660776	26.364378770210976	70.43822573736588	-97.18726340329287	150.0	0.0	30000	480000
237.33225560188293	16	-0.16302012427111065	25.550228071482945	62.2895997959192	-82.95135316673705	150.0	0.0	30000	510000
251.293142080307	17	3.9482028293687983	24.30042298526625	73.18647046366708	-67.76077545278402	150.0	0.0	30000	540000
265.26338148117065	18	-0.7939058455578034	20.41581021481546	47.45950863738513	-77.22885052319883	150.0	0.0	30000	570000
279.20916867256165	19	1.3533894477184187	23.168773900188413	50.2501160195421	-76.07175240469874	150.0	0.0	30000	600000
293.18797397613525	20	2.9000591217209633	19.966474389099364	68.88144027202847	-60.252676304098614	150.0	0.0	30000	630000
307.1091480255127	21	7.526009435525273	23.258408193416507	65.982613967538	-87.37751697120797	150.0	0.0	30000	660000
321.02253818511963	22	12.967747220985183	25.838176002905538	78.61621561984721	-64.22026344058446	150.0	0.0	30000	690000
334.922034740448	23	19.932370043865095	28.392404443851873	91.31713650051441	-90.34392890254561	150.0	0.0	30000	720000
348.77710223197937	24	22.0362121895613	35.88804437291673	111.22902734070891	-154.84249726377425	150.0	0.0	30000	750000
362.68469429016113	25	16.550872025921354	42.59761314227013	137.9993331895978	-168.83232298080972	150.0	0.0	30000	780000
376.55623841285706	26	9.356419668790517	33.270587618003546	76.38685555151767	-134.058912771798	150.0	0.0	30000	810000
390.45102167129517	27	9.504426678986441	30.634587126396205	110.76010330445234	-153.40585011751463	150.0	0.0	30000	840000
404.3908896446228	28	7.014625924355233	27.666100090421438	90.58870994310404	-70.00801620699528	150.0	0.0	30000	870000
418.28385853767395	29	0.016657450398808605	22.76145460809283	74.29771369646808	-57.783426550465315	150.0	0.0	30000	900000
432.233256816864	30	-4.777003275612978	21.323254051199637	67.85424428790176	-58.57690845437262	150.0	0.0	30000	930000
446.14266705513	31	-8.190505347631943	20.177902658711535	55.81523545953668	-60.1488911931708	150.0	0.0	30000	960000
460.0542538166046	32	-11.621494613953296	18.03954593095049	45.21897074998269	-62.69311153617664	150.0	0.0	30000	990000
473.9186999797821	33	-12.474092095059468	15.418715657011106	20.819810831155714	-59.06231003953121	150.0	0.0	30000	1020000
487.71067118644714	34	-10.714394633541467	14.561281838208828	39.05270334953133	-47.97008522476659	150.0	0.0	30000	1050000
501.4122121334076	35	-9.369705440444895	15.346286878465282	25.64264359858436	-60.88382985306581	150.0	0.0	30000	1080000
515.0764491558075	36	-9.890119979072267	13.99345213960772	31.80203268781089	-43.96802014285318	150.0	0.0	30000	1110000
528.6956989765167	37	-7.758666748233396	15.162249588705247	30.44708447643577	-77.25470433728997	150.0	0.0	30000	1140000
542.3395268917084	38	-4.836148732450876	13.839157674564358	27.721460723192333	-50.66883660949982	150.0	0.0	30000	1170000
555.9320831298828	39	-6.989586955017993	13.935961333969281	33.61706964206276	-62.61451895553424	150.0	0.0	30000	1200000
569.4982123374939	40	-5.863203435590363	15.069984230777562	30.652372446135054	-71.29596571675043	150.0	0.0	30000	1230000
